
Run on 2025-05-27 09:06:12:
Diameter_of_vortex.txt not found.
Result of main00000165.png: 1.49 cm
Result of main00000166.png: 1.50 cm
Result of main00000167.png: 1.50 cm
Result of main00000168.png: 1.51 cm
Result of main00000169.png: 1.51 cm
Result of main00000170.png: 1.51 cm
Result of main00000171.png: 1.52 cm
Result of main00000172.png: 1.52 cm
Result of main00000173.png: 1.52 cm
Result of main00000174.png: 1.54 cm
Result of main00000175.png: 1.54 cm
Result of main00000176.png: 1.53 cm
Result of main00000177.png: 1.52 cm
Result of main00000178.png: 1.49 cm
Result of main00000179.png: 1.49 cm
Result of main00000180.png: 1.49 cm
Result of main00000181.png: 1.49 cm
Result of main00000182.png: 1.49 cm
Result of main00000183.png: 1.49 cm
Result of main00000184.png: 1.49 cm
Result of main00000185.png: 1.49 cm
Result of main00000186.png: 1.50 cm
Result of main00000187.png: 1.50 cm
Result of main00000188.png: 1.51 cm
Result of main00000189.png: 1.52 cm
Result of main00000190.png: 1.52 cm
Result of main00000191.png: 1.53 cm
Result of main00000192.png: 1.52 cm
Result of main00000193.png: 1.52 cm
Result of main00000194.png: 1.51 cm
Result of main00000195.png: 1.51 cm
Result of main00000196.png: 1.51 cm
Result of main00000197.png: 1.51 cm
Result of main00000198.png: 1.51 cm
Result of main00000199.png: 1.51 cm
Result of main00000200.png: 1.51 cm
Result of main00000201.png: 1.51 cm
Result of main00000202.png: 1.52 cm
Result of main00000203.png: 1.51 cm
Result of main00000204.png: 1.51 cm
Result of main00000205.png: 1.52 cm
Result of main00000206.png: 1.53 cm
Result of main00000207.png: 1.53 cm
Result of main00000208.png: 1.53 cm
Result of main00000209.png: 1.52 cm
Result of main00000210.png: 1.52 cm
Result of main00000211.png: 1.52 cm
Result of main00000212.png: 1.52 cm
Result of main00000213.png: 1.52 cm
Result of main00000214.png: 1.52 cm
Result of main00000215.png: 1.52 cm
Result of main00000216.png: 1.52 cm
Result of main00000217.png: 1.52 cm
Result of main00000218.png: 1.51 cm
Result of main00000219.png: 1.52 cm
Result of main00000220.png: 1.51 cm
Result of main00000221.png: 1.52 cm
Result of main00000222.png: 1.53 cm
Result of main00000223.png: 1.53 cm
Result of main00000224.png: 1.52 cm
Result of main00000225.png: 1.51 cm
Result of main00000226.png: 1.48 cm
Result of main00000227.png: 1.47 cm
Result of main00000228.png: 1.46 cm
Result of main00000229.png: 1.47 cm
Result of main00000230.png: 1.48 cm
Result of main00000231.png: 1.48 cm
Result of main00000232.png: 1.48 cm
Result of main00000233.png: 1.49 cm
Result of main00000234.png: 1.49 cm
Result of main00000235.png: 1.49 cm
Result of main00000236.png: 1.49 cm
Result of main00000237.png: 1.49 cm
Result of main00000238.png: 1.50 cm
Result of main00000239.png: 1.49 cm
Result of main00000240.png: 1.50 cm
Result of main00000241.png: 1.49 cm
Result of main00000242.png: 1.48 cm
Result of main00000243.png: 1.48 cm
Result of main00000244.png: 1.48 cm
Result of main00000245.png: 1.48 cm
Result of main00000246.png: 1.48 cm
Result of main00000247.png: 1.48 cm
Result of main00000248.png: 1.48 cm
Result of main00000249.png: 1.48 cm
Result of main00000250.png: 1.48 cm
Result of main00000251.png: 1.48 cm
Result of main00000252.png: 1.49 cm
Result of main00000253.png: 1.50 cm
Result of main00000254.png: 1.51 cm
Result of main00000255.png: 1.52 cm
Result of main00000256.png: 1.52 cm
Result of main00000257.png: 1.50 cm
Result of main00000258.png: 1.49 cm
Result of main00000259.png: 1.49 cm
Result of main00000260.png: 1.49 cm
Result of main00000261.png: 1.50 cm
Result of main00000262.png: 1.50 cm
Result of main00000263.png: 1.49 cm
Result of main00000264.png: 1.49 cm
Result of main00000265.png: 1.49 cm
Result of main00000266.png: 1.50 cm
Result of main00000267.png: 1.49 cm
Result of main00000268.png: 1.50 cm
Result of main00000269.png: 1.51 cm
Result of main00000270.png: 1.53 cm
Result of main00000271.png: 1.54 cm
Result of main00000272.png: 1.53 cm
Result of main00000273.png: 1.52 cm
Result of main00000274.png: 1.50 cm
Result of main00000275.png: 1.51 cm
Result of main00000276.png: 1.51 cm
Result of main00000277.png: 1.51 cm
Result of main00000278.png: 1.52 cm
Result of main00000279.png: 1.52 cm
Result of main00000280.png: 1.52 cm
Result of main00000281.png: 1.52 cm
Result of main00000282.png: 1.53 cm
Result of main00000283.png: 1.53 cm
Result of main00000284.png: 1.53 cm
Result of main00000285.png: 1.54 cm
Result of main00000286.png: 1.55 cm
Result of main00000287.png: 1.55 cm
Result of main00000288.png: 1.55 cm
Result of main00000289.png: 1.54 cm
Result of main00000290.png: 1.52 cm
Result of main00000291.png: 1.51 cm
Result of main00000292.png: 1.51 cm
Result of main00000293.png: 1.51 cm
Result of main00000294.png: 1.52 cm
Result of main00000295.png: 1.51 cm
Result of main00000296.png: 1.51 cm
Result of main00000297.png: 1.51 cm
Result of main00000298.png: 1.52 cm
Result of main00000299.png: 1.52 cm
Result of main00000300.png: 1.52 cm
Result of main00000301.png: 1.53 cm
Result of main00000302.png: 1.55 cm
Result of main00000303.png: 1.57 cm
Result of main00000304.png: 1.55 cm
Result of main00000305.png: 1.54 cm
Result of main00000306.png: 1.53 cm
Result of main00000307.png: 1.52 cm
Result of main00000308.png: 1.52 cm
Result of main00000309.png: 1.52 cm
Result of main00000310.png: 1.52 cm
Result of main00000311.png: 1.52 cm
Result of main00000312.png: 1.52 cm
Result of main00000313.png: 1.52 cm
Result of main00000314.png: 1.52 cm
Result of main00000315.png: 1.52 cm
Result of main00000316.png: 1.52 cm
Result of main00000317.png: 1.52 cm
Result of main00000318.png: 1.52 cm
Result of main00000319.png: 1.56 cm
Result of main00000320.png: 1.55 cm
Result of main00000321.png: 1.54 cm
Result of main00000322.png: 1.52 cm
Result of main00000323.png: 1.53 cm
Result of main00000324.png: 1.53 cm
Result of main00000325.png: 1.53 cm
Result of main00000326.png: 1.52 cm
Result of main00000327.png: 1.52 cm
Result of main00000328.png: 1.52 cm
Result of main00000329.png: 1.52 cm
Result of main00000330.png: 1.52 cm
Result of main00000331.png: 1.51 cm
Result of main00000332.png: 1.51 cm
Result of main00000333.png: 1.52 cm
Result of main00000334.png: 1.52 cm
Result of main00000335.png: 1.53 cm
Result of main00000336.png: 1.52 cm
Result of main00000337.png: 1.52 cm
Result of main00000338.png: 1.52 cm
Result of main00000339.png: 1.51 cm
Result of main00000340.png: 1.52 cm
Result of main00000341.png: 1.52 cm
Result of main00000342.png: 1.52 cm
Result of main00000343.png: 1.52 cm
Result of main00000344.png: 1.52 cm
Result of main00000345.png: 1.52 cm
Result of main00000346.png: 1.52 cm
Result of main00000347.png: 1.52 cm
Result of main00000348.png: 1.52 cm
Result of main00000349.png: 1.52 cm
Result of main00000350.png: 1.55 cm
Result of main00000351.png: 1.55 cm
Result of main00000352.png: 1.54 cm
Result of main00000353.png: 1.53 cm
Result of main00000354.png: 1.52 cm
Result of main00000355.png: 1.52 cm
Result of main00000356.png: 1.52 cm
Result of main00000357.png: 1.52 cm
Result of main00000358.png: 1.52 cm
Result of main00000359.png: 1.52 cm
Result of main00000360.png: 1.53 cm
Result of main00000361.png: 1.53 cm
Result of main00000362.png: 1.52 cm
Result of main00000363.png: 1.52 cm
Result of main00000364.png: 1.53 cm
Result of main00000365.png: 1.53 cm
Result of main00000366.png: 1.54 cm
Result of main00000367.png: 1.55 cm
Result of main00000368.png: 1.55 cm
Result of main00000369.png: 1.54 cm
Result of main00000370.png: 1.52 cm
Result of main00000371.png: 1.52 cm
Result of main00000372.png: 1.52 cm
Result of main00000373.png: 1.52 cm
Result of main00000374.png: 1.52 cm
Result of main00000375.png: 1.52 cm
Result of main00000376.png: 1.52 cm
Result of main00000377.png: 1.52 cm
Result of main00000378.png: 1.52 cm
Result of main00000379.png: 1.52 cm
Result of main00000380.png: 1.52 cm
Result of main00000381.png: 1.52 cm
Result of main00000382.png: 1.55 cm
Result of main00000383.png: 1.55 cm
Result of main00000384.png: 1.55 cm
Result of main00000385.png: 1.53 cm
Result of main00000386.png: 1.52 cm
Result of main00000387.png: 1.52 cm
Result of main00000388.png: 1.52 cm
Result of main00000389.png: 1.52 cm
Result of main00000390.png: 1.52 cm
Result of main00000391.png: 1.52 cm
Result of main00000392.png: 1.52 cm
Result of main00000393.png: 1.51 cm
Result of main00000394.png: 1.51 cm
Result of main00000395.png: 1.51 cm
Result of main00000396.png: 1.51 cm
Result of main00000397.png: 1.52 cm
Result of main00000398.png: 1.52 cm
Result of main00000399.png: 1.53 cm
Result of main00000400.png: 1.53 cm
Result of main00000401.png: 1.52 cm
Result of main00000402.png: 1.50 cm
Result of main00000403.png: 1.50 cm
Result of main00000404.png: 1.49 cm
Result of main00000405.png: 1.49 cm
Result of main00000406.png: 1.49 cm
Result of main00000407.png: 1.49 cm
Result of main00000408.png: 1.50 cm
Result of main00000409.png: 1.51 cm
Result of main00000410.png: 1.51 cm
Result of main00000411.png: 1.51 cm
Result of main00000412.png: 1.51 cm
Result of main00000413.png: 1.52 cm
Result of main00000414.png: 1.53 cm
Result of main00000415.png: 1.53 cm
Result of main00000416.png: 1.53 cm
Result of main00000417.png: 1.52 cm
Result of main00000418.png: 1.52 cm
Result of main00000419.png: 1.52 cm
Result of main00000420.png: 1.52 cm
Result of main00000421.png: 1.53 cm
Result of main00000422.png: 1.52 cm
Result of main00000423.png: 1.53 cm
Result of main00000424.png: 1.53 cm
Result of main00000425.png: 1.53 cm
Result of main00000426.png: 1.52 cm
Result of main00000427.png: 1.52 cm
Result of main00000428.png: 1.52 cm
Result of main00000429.png: 1.54 cm
Result of main00000430.png: 1.55 cm
Result of main00000431.png: 1.55 cm
Result of main00000432.png: 1.56 cm
Result of main00000433.png: 1.55 cm
Result of main00000434.png: 1.52 cm
Result of main00000435.png: 1.52 cm
Result of main00000436.png: 1.52 cm
Result of main00000437.png: 1.52 cm
Result of main00000438.png: 1.50 cm
Result of main00000439.png: 1.51 cm
Result of main00000440.png: 1.52 cm
Result of main00000441.png: 1.52 cm
Result of main00000442.png: 1.52 cm
Result of main00000443.png: 1.53 cm
Result of main00000444.png: 1.53 cm
Result of main00000445.png: 1.54 cm
Result of main00000446.png: 1.55 cm
Result of main00000447.png: 1.56 cm
Result of main00000448.png: 1.56 cm
Result of main00000449.png: 1.55 cm
Result of main00000450.png: 1.55 cm
Result of main00000451.png: 1.55 cm
Result of main00000452.png: 1.56 cm
Result of main00000453.png: 1.55 cm
Result of main00000454.png: 1.55 cm
Result of main00000455.png: 1.56 cm
Result of main00000456.png: 1.56 cm
Result of main00000457.png: 1.56 cm
Result of main00000458.png: 1.56 cm
Result of main00000459.png: 1.57 cm
Result of main00000460.png: 1.57 cm
Result of main00000461.png: 1.58 cm
Result of main00000462.png: 1.59 cm

Run on 2025-05-27 16:07:49:
Diameter_of_vortex.txt not found.
r1_dt_40_C001H001S0001000001.jpg: 1.33 cm
r1_dt_40_C001H001S0001000002.jpg: 1.32 cm
r1_dt_40_C001H001S0001000003.jpg: 1.30 cm
r1_dt_40_C001H001S0001000004.jpg: 1.30 cm
r1_dt_40_C001H001S0001000005.jpg: 1.31 cm
r1_dt_40_C001H001S0001000006.jpg: 1.30 cm
r1_dt_40_C001H001S0001000007.jpg: 1.32 cm
r1_dt_40_C001H001S0001000008.jpg: 1.31 cm
r1_dt_40_C001H001S0001000009.jpg: 1.31 cm
r1_dt_40_C001H001S0001000010.jpg: 1.30 cm
r1_dt_40_C001H001S0001000011.jpg: 1.30 cm
r1_dt_40_C001H001S0001000012.jpg: 1.31 cm
r1_dt_40_C001H001S0001000013.jpg: 1.32 cm
r1_dt_40_C001H001S0001000014.jpg: 1.33 cm
r1_dt_40_C001H001S0001000015.jpg: 1.33 cm
r1_dt_40_C001H001S0001000016.jpg: 1.33 cm
r1_dt_40_C001H001S0001000017.jpg: 1.33 cm
r1_dt_40_C001H001S0001000018.jpg: 1.32 cm
r1_dt_40_C001H001S0001000019.jpg: 1.32 cm
r1_dt_40_C001H001S0001000020.jpg: 1.33 cm
r1_dt_40_C001H001S0001000021.jpg: 1.33 cm
r1_dt_40_C001H001S0001000022.jpg: 1.33 cm
r1_dt_40_C001H001S0001000023.jpg: 1.32 cm
r1_dt_40_C001H001S0001000024.jpg: 1.32 cm
r1_dt_40_C001H001S0001000025.jpg: 1.32 cm
r1_dt_40_C001H001S0001000026.jpg: 1.32 cm
r1_dt_40_C001H001S0001000027.jpg: 1.32 cm
r1_dt_40_C001H001S0001000028.jpg: 1.32 cm
r1_dt_40_C001H001S0001000029.jpg: 1.32 cm
r1_dt_40_C001H001S0001000030.jpg: 1.32 cm
r1_dt_40_C001H001S0001000031.jpg: 1.33 cm
r1_dt_40_C001H001S0001000032.jpg: 1.33 cm
r1_dt_40_C001H001S0001000033.jpg: 1.32 cm
r1_dt_40_C001H001S0001000034.jpg: 1.31 cm
r1_dt_40_C001H001S0001000035.jpg: 1.30 cm
r1_dt_40_C001H001S0001000036.jpg: 1.30 cm
r1_dt_40_C001H001S0001000037.jpg: 1.30 cm
r1_dt_40_C001H001S0001000038.jpg: 1.30 cm
r1_dt_40_C001H001S0001000039.jpg: 1.30 cm
r1_dt_40_C001H001S0001000040.jpg: 1.30 cm
r1_dt_40_C001H001S0001000041.jpg: 1.29 cm
r1_dt_40_C001H001S0001000042.jpg: 1.30 cm
r1_dt_40_C001H001S0001000043.jpg: 1.29 cm
r1_dt_40_C001H001S0001000044.jpg: 1.29 cm
r1_dt_40_C001H001S0001000045.jpg: 1.29 cm
r1_dt_40_C001H001S0001000046.jpg: 1.30 cm
r1_dt_40_C001H001S0001000047.jpg: 1.32 cm
r1_dt_40_C001H001S0001000048.jpg: 1.32 cm
r1_dt_40_C001H001S0001000049.jpg: 1.31 cm
r1_dt_40_C001H001S0001000050.jpg: 1.28 cm
r1_dt_40_C001H001S0001000051.jpg: 1.27 cm
r1_dt_40_C001H001S0001000052.jpg: 1.28 cm
r1_dt_40_C001H001S0001000053.jpg: 1.28 cm
r1_dt_40_C001H001S0001000054.jpg: 1.27 cm
r1_dt_40_C001H001S0001000055.jpg: 1.27 cm
r1_dt_40_C001H001S0001000056.jpg: 1.28 cm
r1_dt_40_C001H001S0001000057.jpg: 1.28 cm
r1_dt_40_C001H001S0001000058.jpg: 1.28 cm
r1_dt_40_C001H001S0001000059.jpg: 1.28 cm
r1_dt_40_C001H001S0001000060.jpg: 1.29 cm
r1_dt_40_C001H001S0001000061.jpg: 1.29 cm
r1_dt_40_C001H001S0001000062.jpg: 1.31 cm
r1_dt_40_C001H001S0001000063.jpg: 1.32 cm
r1_dt_40_C001H001S0001000064.jpg: 1.32 cm
r1_dt_40_C001H001S0001000065.jpg: 1.32 cm
r1_dt_40_C001H001S0001000066.jpg: 1.31 cm
r1_dt_40_C001H001S0001000067.jpg: 1.30 cm
r1_dt_40_C001H001S0001000068.jpg: 1.30 cm
r1_dt_40_C001H001S0001000069.jpg: 1.30 cm
r1_dt_40_C001H001S0001000070.jpg: 1.30 cm
r1_dt_40_C001H001S0001000071.jpg: 1.29 cm
r1_dt_40_C001H001S0001000072.jpg: 1.30 cm
r1_dt_40_C001H001S0001000073.jpg: 1.29 cm
r1_dt_40_C001H001S0001000074.jpg: 1.30 cm
r1_dt_40_C001H001S0001000075.jpg: 1.30 cm
r1_dt_40_C001H001S0001000076.jpg: 1.30 cm
r1_dt_40_C001H001S0001000077.jpg: 1.30 cm
r1_dt_40_C001H001S0001000078.jpg: 1.30 cm
r1_dt_40_C001H001S0001000079.jpg: 1.31 cm
r1_dt_40_C001H001S0001000080.jpg: 1.31 cm
r1_dt_40_C001H001S0001000081.jpg: 1.30 cm
r1_dt_40_C001H001S0001000082.jpg: 1.30 cm
r1_dt_40_C001H001S0001000083.jpg: 1.29 cm
r1_dt_40_C001H001S0001000084.jpg: 1.29 cm
r1_dt_40_C001H001S0001000085.jpg: 1.29 cm
r1_dt_40_C001H001S0001000086.jpg: 1.29 cm
r1_dt_40_C001H001S0001000087.jpg: 1.29 cm
r1_dt_40_C001H001S0001000088.jpg: 1.29 cm
r1_dt_40_C001H001S0001000089.jpg: 1.29 cm
r1_dt_40_C001H001S0001000090.jpg: 1.29 cm
r1_dt_40_C001H001S0001000091.jpg: 1.29 cm
r1_dt_40_C001H001S0001000092.jpg: 1.29 cm
r1_dt_40_C001H001S0001000093.jpg: 1.28 cm
r1_dt_40_C001H001S0001000094.jpg: 1.29 cm
r1_dt_40_C001H001S0001000095.jpg: 1.30 cm
r1_dt_40_C001H001S0001000096.jpg: 1.31 cm
r1_dt_40_C001H001S0001000097.jpg: 1.29 cm
r1_dt_40_C001H001S0001000098.jpg: 1.29 cm
r1_dt_40_C001H001S0001000099.jpg: 1.28 cm
r1_dt_40_C001H001S0001000100.jpg: 1.27 cm
r1_dt_40_C001H001S0001000101.jpg: 1.28 cm
r1_dt_40_C001H001S0001000102.jpg: 1.26 cm
r1_dt_40_C001H001S0001000103.jpg: 1.27 cm
r1_dt_40_C001H001S0001000104.jpg: 1.27 cm
r1_dt_40_C001H001S0001000105.jpg: 1.28 cm
r1_dt_40_C001H001S0001000106.jpg: 1.29 cm
r1_dt_40_C001H001S0001000107.jpg: 1.27 cm
r1_dt_40_C001H001S0001000108.jpg: 1.27 cm
r1_dt_40_C001H001S0001000109.jpg: 1.28 cm
r1_dt_40_C001H001S0001000110.jpg: 1.30 cm
r1_dt_40_C001H001S0001000111.jpg: 1.33 cm
r1_dt_40_C001H001S0001000112.jpg: 1.33 cm
r1_dt_40_C001H001S0001000113.jpg: 1.30 cm
r1_dt_40_C001H001S0001000114.jpg: 1.29 cm
r1_dt_40_C001H001S0001000115.jpg: 1.26 cm
r1_dt_40_C001H001S0001000116.jpg: 1.27 cm
r1_dt_40_C001H001S0001000117.jpg: 1.27 cm
r1_dt_40_C001H001S0001000118.jpg: 1.27 cm
r1_dt_40_C001H001S0001000119.jpg: 1.28 cm
r1_dt_40_C001H001S0001000120.jpg: 1.29 cm
r1_dt_40_C001H001S0001000121.jpg: 1.29 cm
r1_dt_40_C001H001S0001000122.jpg: 1.29 cm
r1_dt_40_C001H001S0001000123.jpg: 1.29 cm
r1_dt_40_C001H001S0001000124.jpg: 1.29 cm
r1_dt_40_C001H001S0001000125.jpg: 1.28 cm
r1_dt_40_C001H001S0001000126.jpg: 1.30 cm
r1_dt_40_C001H001S0001000127.jpg: 1.33 cm
r1_dt_40_C001H001S0001000128.jpg: 1.33 cm
r1_dt_40_C001H001S0001000129.jpg: 1.33 cm
r1_dt_40_C001H001S0001000130.jpg: 1.30 cm
r1_dt_40_C001H001S0001000131.jpg: 1.29 cm
r1_dt_40_C001H001S0001000132.jpg: 1.29 cm
r1_dt_40_C001H001S0001000133.jpg: 1.29 cm
r1_dt_40_C001H001S0001000134.jpg: 1.29 cm
r1_dt_40_C001H001S0001000135.jpg: 1.29 cm
r1_dt_40_C001H001S0001000136.jpg: 1.29 cm
r1_dt_40_C001H001S0001000137.jpg: 1.29 cm
r1_dt_40_C001H001S0001000138.jpg: 1.29 cm
r1_dt_40_C001H001S0001000139.jpg: 1.29 cm
r1_dt_40_C001H001S0001000140.jpg: 1.29 cm
r1_dt_40_C001H001S0001000141.jpg: 1.30 cm
r1_dt_40_C001H001S0001000142.jpg: 1.30 cm
r1_dt_40_C001H001S0001000143.jpg: 1.32 cm
r1_dt_40_C001H001S0001000144.jpg: 1.33 cm
r1_dt_40_C001H001S0001000145.jpg: 1.31 cm
r1_dt_40_C001H001S0001000146.jpg: 1.31 cm
r1_dt_40_C001H001S0001000147.jpg: 1.29 cm
r1_dt_40_C001H001S0001000148.jpg: 1.27 cm
r1_dt_40_C001H001S0001000149.jpg: 1.27 cm
r1_dt_40_C001H001S0001000150.jpg: 1.28 cm
r1_dt_40_C001H001S0001000151.jpg: 1.27 cm
r1_dt_40_C001H001S0001000152.jpg: 1.27 cm
r1_dt_40_C001H001S0001000153.jpg: 1.27 cm
r1_dt_40_C001H001S0001000154.jpg: 1.27 cm
r1_dt_40_C001H001S0001000155.jpg: 1.29 cm
r1_dt_40_C001H001S0001000156.jpg: 1.27 cm
r1_dt_40_C001H001S0001000157.jpg: 1.29 cm
r1_dt_40_C001H001S0001000158.jpg: 1.30 cm
r1_dt_40_C001H001S0001000159.jpg: 1.31 cm
r1_dt_40_C001H001S0001000160.jpg: 1.32 cm
r1_dt_40_C001H001S0001000161.jpg: 1.33 cm
r1_dt_40_C001H001S0001000162.jpg: 1.31 cm
r1_dt_40_C001H001S0001000163.jpg: 1.26 cm
r1_dt_40_C001H001S0001000164.jpg: 1.29 cm
r1_dt_40_C001H001S0001000165.jpg: 1.30 cm
r1_dt_40_C001H001S0001000166.jpg: 1.29 cm
r1_dt_40_C001H001S0001000167.jpg: 1.29 cm
r1_dt_40_C001H001S0001000168.jpg: 1.30 cm
r1_dt_40_C001H001S0001000169.jpg: 1.31 cm
r1_dt_40_C001H001S0001000170.jpg: 1.30 cm
r1_dt_40_C001H001S0001000171.jpg: 1.30 cm
r1_dt_40_C001H001S0001000172.jpg: 1.31 cm
r1_dt_40_C001H001S0001000173.jpg: 1.30 cm
r1_dt_40_C001H001S0001000174.jpg: 1.32 cm
r1_dt_40_C001H001S0001000175.jpg: 1.36 cm
r1_dt_40_C001H001S0001000176.jpg: 1.36 cm
r1_dt_40_C001H001S0001000177.jpg: 1.36 cm
r1_dt_40_C001H001S0001000178.jpg: 1.32 cm
r1_dt_40_C001H001S0001000179.jpg: 1.31 cm
r1_dt_40_C001H001S0001000180.jpg: 1.29 cm
r1_dt_40_C001H001S0001000181.jpg: 1.29 cm
r1_dt_40_C001H001S0001000182.jpg: 1.29 cm
r1_dt_40_C001H001S0001000183.jpg: 1.28 cm
r1_dt_40_C001H001S0001000184.jpg: 1.28 cm
r1_dt_40_C001H001S0001000185.jpg: 1.26 cm
r1_dt_40_C001H001S0001000186.jpg: 1.27 cm
r1_dt_40_C001H001S0001000187.jpg: 1.26 cm
r1_dt_40_C001H001S0001000188.jpg: 1.26 cm
r1_dt_40_C001H001S0001000189.jpg: 1.26 cm
r1_dt_40_C001H001S0001000190.jpg: 1.27 cm
r1_dt_40_C001H001S0001000191.jpg: 1.30 cm
r1_dt_40_C001H001S0001000192.jpg: 1.30 cm
r1_dt_40_C001H001S0001000193.jpg: 1.25 cm
r1_dt_40_C001H001S0001000194.jpg: 1.25 cm
r1_dt_40_C001H001S0001000195.jpg: 1.25 cm
r1_dt_40_C001H001S0001000196.jpg: 1.25 cm
r1_dt_40_C001H001S0001000197.jpg: 1.24 cm
r1_dt_40_C001H001S0001000198.jpg: 1.24 cm
r1_dt_40_C001H001S0001000199.jpg: 1.24 cm
r1_dt_40_C001H001S0001000200.jpg: 1.24 cm
r1_dt_40_C001H001S0001000201.jpg: 1.24 cm
r1_dt_40_C001H001S0001000202.jpg: 1.25 cm
r1_dt_40_C001H001S0001000203.jpg: 1.24 cm
r1_dt_40_C001H001S0001000204.jpg: 1.24 cm
r1_dt_40_C001H001S0001000205.jpg: 1.23 cm
r1_dt_40_C001H001S0001000206.jpg: 1.26 cm
r1_dt_40_C001H001S0001000207.jpg: 1.27 cm
r1_dt_40_C001H001S0001000208.jpg: 1.27 cm
r1_dt_40_C001H001S0001000209.jpg: 1.28 cm
r1_dt_40_C001H001S0001000210.jpg: 1.23 cm
r1_dt_40_C001H001S0001000211.jpg: 1.13 cm
r1_dt_40_C001H001S0001000212.jpg: 1.14 cm
r1_dt_40_C001H001S0001000213.jpg: 1.13 cm
r1_dt_40_C001H001S0001000214.jpg: 1.13 cm
r1_dt_40_C001H001S0001000215.jpg: 1.13 cm
r1_dt_40_C001H001S0001000216.jpg: 1.13 cm
r1_dt_40_C001H001S0001000217.jpg: 1.13 cm
r1_dt_40_C001H001S0001000218.jpg: 1.14 cm
r1_dt_40_C001H001S0001000219.jpg: 1.13 cm
r1_dt_40_C001H001S0001000220.jpg: 1.13 cm
r1_dt_40_C001H001S0001000221.jpg: 1.16 cm
r1_dt_40_C001H001S0001000222.jpg: 1.24 cm
r1_dt_40_C001H001S0001000223.jpg: 1.28 cm
r1_dt_40_C001H001S0001000224.jpg: 1.28 cm
r1_dt_40_C001H001S0001000225.jpg: 1.28 cm
r1_dt_40_C001H001S0001000226.jpg: 1.27 cm
r1_dt_40_C001H001S0001000227.jpg: 1.24 cm
r1_dt_40_C001H001S0001000228.jpg: 1.24 cm
r1_dt_40_C001H001S0001000229.jpg: 1.06 cm
r1_dt_40_C001H001S0001000230.jpg: 1.06 cm
r1_dt_40_C001H001S0001000231.jpg: 1.06 cm
r1_dt_40_C001H001S0001000232.jpg: 1.31 cm
r1_dt_40_C001H001S0001000233.jpg: 1.04 cm
r1_dt_40_C001H001S0001000234.jpg: 1.04 cm
r1_dt_40_C001H001S0001000235.jpg: 1.04 cm
r1_dt_40_C001H001S0001000236.jpg: 1.04 cm
r1_dt_40_C001H001S0001000237.jpg: 1.02 cm
r1_dt_40_C001H001S0001000238.jpg: 1.35 cm
r1_dt_40_C001H001S0001000239.jpg: 1.36 cm
r1_dt_40_C001H001S0001000240.jpg: 1.36 cm
r1_dt_40_C001H001S0001000241.jpg: 1.37 cm
r1_dt_40_C001H001S0001000242.jpg: 1.35 cm
r1_dt_40_C001H001S0001000243.jpg: 1.02 cm
r1_dt_40_C001H001S0001000244.jpg: 1.02 cm
r1_dt_40_C001H001S0001000245.jpg: 1.02 cm
r1_dt_40_C001H001S0001000246.jpg: 1.02 cm
r1_dt_40_C001H001S0001000247.jpg: 1.01 cm
r1_dt_40_C001H001S0001000248.jpg: 1.01 cm
r1_dt_40_C001H001S0001000249.jpg: 1.02 cm
r1_dt_40_C001H001S0001000250.jpg: 1.35 cm
r1_dt_40_C001H001S0001000251.jpg: 1.35 cm
r1_dt_40_C001H001S0001000252.jpg: 1.02 cm
r1_dt_40_C001H001S0001000253.jpg: 1.36 cm
r1_dt_40_C001H001S0001000254.jpg: 1.37 cm
r1_dt_40_C001H001S0001000255.jpg: 1.37 cm
r1_dt_40_C001H001S0001000256.jpg: 1.38 cm
r1_dt_40_C001H001S0001000257.jpg: 1.37 cm
r1_dt_40_C001H001S0001000258.jpg: 1.36 cm
r1_dt_40_C001H001S0001000259.jpg: 1.35 cm
r1_dt_40_C001H001S0001000260.jpg: 1.32 cm
r1_dt_40_C001H001S0001000261.jpg: 0.98 cm
r1_dt_40_C001H001S0001000262.jpg: 1.33 cm
r1_dt_40_C001H001S0001000263.jpg: 1.34 cm
r1_dt_40_C001H001S0001000264.jpg: 1.33 cm
r1_dt_40_C001H001S0001000265.jpg: 1.33 cm
r1_dt_40_C001H001S0001000266.jpg: 1.34 cm
r1_dt_40_C001H001S0001000267.jpg: 1.35 cm
r1_dt_40_C001H001S0001000268.jpg: 0.95 cm
r1_dt_40_C001H001S0001000269.jpg: 0.95 cm
r1_dt_40_C001H001S0001000270.jpg: 1.36 cm
r1_dt_40_C001H001S0001000271.jpg: 1.37 cm
r1_dt_40_C001H001S0001000272.jpg: 1.37 cm
r1_dt_40_C001H001S0001000273.jpg: 1.37 cm
r1_dt_40_C001H001S0001000274.jpg: 1.03 cm
r1_dt_40_C001H001S0001000275.jpg: 1.02 cm
r1_dt_40_C001H001S0001000276.jpg: 1.02 cm
r1_dt_40_C001H001S0001000277.jpg: 1.01 cm
r1_dt_40_C001H001S0001000278.jpg: 1.06 cm
r1_dt_40_C001H001S0001000279.jpg: 1.00 cm
r1_dt_40_C001H001S0001000280.jpg: 1.21 cm
r1_dt_40_C001H001S0001000281.jpg: 1.21 cm
r1_dt_40_C001H001S0001000282.jpg: 1.36 cm
r1_dt_40_C001H001S0001000283.jpg: 1.03 cm
r1_dt_40_C001H001S0001000284.jpg: 1.02 cm
r1_dt_40_C001H001S0001000285.jpg: 1.03 cm
